,firmid,costs,output,plabor,pkap,pfuel,labshr,kapshr,Ltotcost,Loutput,Loutput_2,Lplabor,Lpfuel,Lpkap,Lpprod,Loutpfuel,One,avgcost,totcost_e,avgcost_e
11,38.0,3.7255001068115234,643.0,7332.1298828125,64.50599670410156,21.16189956665039,0.26660001277923584,0.24279999732971191,1.315201099682031,6.466144724237619,41.811027594786,8.90002132331613,3.052202374541703,4.166758191636697,24276712.237911426,24982.580172574955,1,0.005793934847296304,3.3274050403401074,0.005174813437542935
12,45.0,6.621399879455566,856.0,8033.72021484375,67.68000030517578,39.581199645996094,0.14630000293254852,0.20829999446868896,1.8903068097473559,6.752270376141742,45.59315523252134,8.991402989175123,3.6783542491136867,4.214790719807066,24276712.237911426,24982.580172574955,1,0.007735280233008839,6.5012904129739715,0.007594965435717256
13,4.0,3.0427000522613525,869.0,8372.9599609375,68.22699737548828,21.066999435424805,0.10300000011920929,0.2912999987602234,1.1127452963100015,6.767343125265392,45.796932975076764,9.032762740267463,3.0477078083453013,4.222840342464699,24276712.237911426,24982.580172574955,1,0.0035013809577230754,4.406148698674606,0.0050703667418580045
14,36.0,5.597099781036377,938.0,7703.259765625,77.1969985961914,25.399999618530273,0.15770000219345093,0.23420000076293945,1.7222485673430192,6.843749949006225,46.8369133645227,8.949398864441127,3.2347491590059976,4.346360577987274,24276712.237911426,24982.580172574955,1,0.005967057335859677,5.209397933973924,0.005553729140697147
15,32.0,5.848800182342529,1025.0,7093.31982421875,68.22699737548828,22.279300689697266,0.21639999747276306,0.24549999833106995,1.766236543173027,6.932447891572509,48.05883376936813,8.866908750305218,3.1036580272099936,4.222840342464699,24276712.237911426,24982.580172574955,1,0.005706146519358565,4.951243718111461,0.004830481676206303
16,48.0,8.637200355529785,1090.0,8507.919921875,39.12699890136719,33.900001525878906,0.23989999294281006,0.1768999993801117,2.156078497381159,6.993932975223189,48.91509846191429,9.048752764178396,3.5234150593975806,3.6668127376860515,24276712.237911426,24982.580172574955,1,0.007924037023421822,6.954621942410961,0.006380387103129322
17,59.0,7.439499855041504,1293.0,6821.08984375,78.2249984741211,21.430500030517578,0.20309999585151672,0.3296999931335449,2.0068036228006365,7.164720378771857,51.33321810598875,8.827774539207029,3.064815142415211,4.359589270048664,24276712.237911426,24982.580172574955,1,0.005753673515113305,5.827609091592689,0.004507044927759233
18,41.0,6.006499767303467,1328.0,6680.77001953125,51.81700134277344,25.23189926147461,0.10819999873638153,0.26109999418258667,1.7928421774385057,7.191429330036379,51.71665580890748,8.806988532272259,3.2281090377220107,3.94771830666636,24276712.237911426,24982.580172574955,1,0.004522966692246586,6.377066963155267,0.004802008255388002
19,5.0,9.405900001525879,1412.0,7960.89990234375,40.69200134277344,41.529998779296875,0.08910000324249268,0.156700000166893,2.241337152116766,7.252762418053187,52.60256269272472,8.982297325506673,3.7264160282493766,3.7060315459299638,24276712.237911426,24982.580172574955,1,0.0066614022673696024,9.661415132520748,0.006842361991870218
20,55.0,6.622099876403809,1500.0,7588.7001953125,82.83999633789062,21.395099639892578,0.12210000306367874,0.31859999895095825,1.8904125215247256,7.313220387090301,53.48319243015322,8.93441560345984,3.0631619070158034,4.416910992320364,24276712.237911426,24982.580172574955,1,0.0044147332509358725,6.846326511099523,0.0045642176740663485
21,47.0,8.685199737548828,1627.0,7912.39990234375,79.22000122070312,31.680099487304688,0.11050000041723251,0.2071000039577484,2.1616203974192723,7.394493107219038,54.67852831270986,8.976186415799743,3.4556887073233864,4.372228807602798,24276712.237911426,24982.580172574955,1,0.005338168246803213,9.583334814254451,0.005890187347421297
22,61.0,9.784299850463867,1627.0,8355.75,76.13999938964844,31.337400436401367,0.149399995803833,0.23600000143051147,2.280779044937324,7.394493107219038,54.67852831270986,9.030705203607535,3.444812286340198,4.332573742938176,24276712.237911426,24982.580172574955,1,0.006013706115835198,9.651360346988495,0.005931997754756297
23,31.0,10.313599586486816,1886.0,6833.93017578125,67.68000030517578,25.600000381469727,0.08259999752044678,0.40700000524520874,2.3334633725450096,7.542213463193403,56.884983924375824,8.829655215441486,3.242592366386678,4.214790719807066,24276712.237911426,24982.580172574955,1,0.005468504552750168,8.899912137625961,0.0047189353858037965
24,168.0,14.270999908447266,1901.0,9822.6396484375,69.41100311279297,36.0,0.21439999341964722,0.15960000455379486,2.658229499702955,7.550135342488429,57.00454368989286,9.192445168530584,3.58351893845611,4.24004540123947,24276712.237911426,24982.580172574955,1,0.007507101477352586,12.613723803189645,0.006635309733398024
25,67.0,14.043100357055664,2001.0,8611.5302734375,74.0250015258789,30.64459991455078,0.0714000016450882,0.16179999709129333,2.6421311973719344,7.601402334583733,57.781317452215035,9.060857313735859,3.4224564613638364,4.304402894600676,24276712.237911426,24982.580172574955,1,0.007018041157948858,11.426608177709662,0.005710448864422619
26,77.0,18.896299362182617,2020.0,10806.2001953125,79.56999969482422,46.900001525878906,0.17970000207424164,0.15940000116825104,2.938966101951371,7.61085279039525,57.92508019706717,9.287875340543016,3.8480177079869646,4.376637133554131,24276712.237911426,24982.580172574955,1,0.00935460364464486,16.48012167463817,0.00815847607655355
27,50.0,11.241900444030762,2258.0,6892.60986328125,81.09600067138672,29.100000381469727,0.09969999641180038,0.23090000450611115,2.4196479088237846,7.722234744709607,59.63290945240025,8.83820508231118,3.370738187286372,4.395633646359012,24276712.237911426,24982.580172574955,1,0.00497869815944675,11.50207096614636,0.005093919825574118
28,178.0,14.952899932861328,2325.0,8568.23046875,53.88999938964844,38.916099548339844,0.14659999310970306,0.12690000236034393,2.704905256468121,7.751475318021456,60.08536960589584,9.055816510546164,3.6614080351410494,3.986944920619527,24276712.237911426,24982.580172574955,1,0.0064313548098328295,14.82022427225967,0.006374290009574052
29,58.0,13.626999855041504,2437.0,7846.06005859375,65.56500244140625,30.671199798583984,0.12099999934434891,0.25780001282691956,2.6120531081300893,7.798523053625206,60.816961817923804,8.967766781416946,3.423324096975745,4.183042054219812,24276712.237911426,24982.580172574955,1,0.005591711060747437,13.03886047457682,0.005350373604668371
30,78.0,13.267900466918945,2445.0,8764.75,76.13999938964844,28.36479949951172,0.13169999420642853,0.2410999983549118,2.585347619317065,7.801800401908973,60.86808951122701,9.07849327441576,3.3451489221659125,4.332573742938176,24276712.237911426,24982.580172574955,1,0.005426544158249057,13.021374397045049,0.005325715499813926
31,69.0,16.17639923095703,2487.0,8088.4501953125,66.62200164794922,32.61859893798828,0.1370999962091446,0.1973000019788742,2.7835533424234242,7.818832443803404,61.13414078427272,8.998192421281853,3.484882645258438,4.199034878065433,24276712.237911426,24982.580172574955,1,0.006504382481285497,13.973480073300818,0.005618608795054611
32,57.0,10.965999603271484,2506.0,7412.35986328125,57.2400016784668,27.420700073242188,0.11640000343322754,0.2152000069618225,2.3947995408038043,7.826443135456014,61.25321215252656,8.910904137667742,3.311298205290455,4.047252984011569,24276712.237911426,24982.580172574955,1,0.00437589768686013,12.057815831534478,0.004811578544107933
33,44.0,12.782999992370605,2632.0,8496.83984375,70.29499816894531,30.97100067138672,0.07999999821186066,0.2603999972343445,2.5481161625890456,7.875499292445208,62.023489105304975,9.047449590261706,3.4330513044539757,4.252700646483721,24276712.237911426,24982.580172574955,1,0.004856762915034425,14.479771192733011,0.005501432823986707
34,65.0,19.709199905395508,2682.0,9484.849609375,81.75,50.45159912109375,0.10869999974966049,0.19580000638961792,2.981085527007136,7.894318063841624,62.32025769309616,9.157451026616107,3.921014443444821,4.403665809777363,24276712.237911426,24982.580172574955,1,0.007348694968454701,21.272219615282314,0.007931476366622787
35,46.0,9.642900466918945,2689.0,6364.39990234375,78.44000244140625,23.48889923095703,0.08290000259876251,0.21050000190734863,2.2662219416787464,7.896924656268864,62.361419026787125,8.75847522568956,3.156527936396005,4.362334032452651,24276712.237911426,24982.580172574955,1,0.003586054468917421,11.316749549537963,0.004208534603770161
36,68.0,10.190199851989746,2764.0,6338.0,66.23200225830078,21.19700050354004,0.16590000689029694,0.23119999468326569,2.321426459602638,7.92443418488756,62.79665715061457,8.754318540250866,3.05385968598585,4.1931637639333275,24276712.237911426,24982.580172574955,1,0.003686758267724221,10.67823089027004,0.0038633252135564546
37,25.0,7.549200057983398,2969.0,8183.33984375,80.65699768066406,9.0,0.23970000445842743,0.39719998836517334,2.021441605062581,7.99598047476376,63.935703752803285,9.009855640124504,2.1972245773362196,4.390205566841535,24276712.237911426,24982.580172574955,1,0.002542674320641091,7.136588207687824,0.0024037009793492167
38,75.0,22.561199188232422,3571.0,7297.7099609375,78.25499725341797,41.59510040283203,0.11420000344514847,0.18330000340938568,3.1162315807239107,8.18060094759445,66.9222318637832,8.895315873939932,3.7279823815526765,4.359972690044618,24276712.237911426,24982.580172574955,1,0.006317893919975475,22.16379711913455,0.006206607986316032
39,167.0,21.558700561523438,3886.0,9538.6796875,63.569000244140625,30.889400482177734,0.12520000338554382,0.20329999923706055,3.070779473423114,8.265135629937385,68.31246698126046,9.163110357327822,3.4304130985899235,4.152125933974572,24276712.237911426,24982.580172574955,1,0.005547787071930889,21.074076895738536,0.005423076916041826
40,62.0,20.86709976196289,3965.0,8403.58984375,74.4800033569336,33.19919967651367,0.11620000004768372,0.2151000052690506,3.038173744588187,8.285261134068948,68.64555205971347,9.036414255889316,3.502525769502779,4.310530678040422,24276712.237911426,24982.580172574955,1,0.005262824656232759,21.888863868716687,0.005520520521744435
41,80.0,21.545400619506836,3981.0,8186.0498046875,75.08200073242188,35.204898834228516,0.10520000010728836,0.22990000247955322,3.0701623654415404,8.289288323000317,68.71230090182941,9.010186741163757,3.5611852443475533,4.318580859371006,24276712.237911426,24982.580172574955,1,0.005412057427658085,22.65781294749734,0.005691487803943065
42,89.0,17.480199813842773,4148.0,7536.89013671875,74.0250015258789,24.58370018005371,0.11760000139474869,0.20350000262260437,2.8610688011599263,8.330381569349418,69.39525709095648,8.927564927210597,3.202083629018935,4.304402894600676,24276712.237911426,24982.580172574955,1,0.004214127245381575,18.069891691538007,0.004356290186002413
43,82.0,29.80109977722168,4187.0,7996.43994140625,74.12000274658203,47.42570114135742,0.10520000010728836,0.18240000307559967,3.394545298106271,8.339739766019143,69.55125936492104,8.98675171429261,3.859164299925971,4.305685438473041,24276712.237911426,24982.580172574955,1,0.007117530398190036,28.617079406184388,0.006834745499446952
44,181.0,19.43910026550293,4560.0,8558.3701171875,76.46399688720703,23.777700424194336,0.15309999883174896,0.25769999623298645,2.9672865153224803,8.425077902508432,70.98193766333588,9.05466504413548,3.1687481844922516,4.33682000112654,24276712.237911426,24982.580172574955,1,0.0042629605845401165,20.129474433249214,0.004414358428344126
45,96.0,30.20669937133789,5286.0,7084.10009765625,73.32499694824219,38.338401794433594,0.08839999884366989,0.19689999520778656,3.4080637332674235,8.572817095164234,73.49319294714014,8.865608128906826,3.6464520516791055,4.294901573243905,24276712.237911426,24982.580172574955,1,0.0057144720717627485,29.649873714752644,0.00560913237131151
46,103.0,24.290300369262695,5316.0,9759.830078125,74.0250015258789,27.83799934387207,0.18940000236034393,0.17399999499320984,3.190077108901505,8.578476419833136,73.59025768563313,9.186030269227405,3.3264019702357017,4.304402894600676,24276712.237911426,24982.580172574955,1,0.00456928148405995,26.765957662921746,0.005034980749232834
47,85.0,30.877300262451172,5643.0,10182.5,61.040000915527344,27.84980010986328,0.17219999432563782,0.22040000557899475,3.4300212946005417,8.63817111796914,74.61800026331622,9.228425839522568,3.326825788963811,4.1115294019750115,24276712.237911426,24982.580172574955,1,0.005471788102507739,28.254918502002024,0.005007073985823503
48,95.0,22.442100524902344,5648.0,8954.1201171875,78.44000244140625,25.916000366210938,0.08340000361204147,0.2110999971628189,3.1109386825527716,8.639056779173078,74.63330203377632,9.099869053630242,3.2548605527184,4.362334032452651,24276712.237911426,24982.580172574955,1,0.003973459724664012,26.40975852680786,0.004675948747664281
49,179.0,33.97330093383789,5708.0,10024.2001953125,78.10199737548828,42.16600036621094,0.09860000014305115,0.1826000064611435,3.5255749494809723,8.649623978596727,74.81599497111547,9.212757467975885,3.741614217782783,4.358015631108735,24276712.237911426,24982.580172574955,1,0.005951874725619813,38.07166002111476,0.006669877368800764
50,91.0,19.900800704956055,5785.0,7969.5498046875,71.91000366210938,22.244800567626953,0.10930000245571136,0.21799999475479126,2.990759967350936,8.663023639627777,75.0479785807497,8.983383283951401,3.1021082989504287,4.275415388040689,24276712.237911426,24982.580172574955,1,0.003440069266198108,23.373885203448122,0.004040429594373055
51,111.0,37.06660079956055,6754.0,10177.900390625,77.1969985961914,25.620800018310547,0.2070000022649765,0.2363000065088272,3.6127163161565203,8.817890200945513,77.75518759593089,9.227974020367247,3.24340452230075,4.346360577987274,24276712.237911426,24982.580172574955,1,0.005488096061528064,32.27257743028056,0.004778291002410507
52,81.0,35.53030014038086,6770.0,7798.259765625,67.56999969482422,29.825000762939453,0.11079999804496765,0.28139999508857727,3.570385857517122,8.820256365906321,77.79692236031097,8.961655880814467,3.395346993564514,4.213164093047644,24276712.237911426,24982.580172574955,1,0.005248197952788901,32.488153786592854,0.004798841031993036
53,112.0,25.16860008239746,6779.0,7826.93017578125,74.19999694824219,20.27899932861328,0.14270000159740448,0.2662000060081482,3.2255971891021455,8.821584877430965,77.82035974971869,8.965325652822315,3.0095858347350397,4.306764109044522,24276712.237911426,24982.580172574955,1,0.003712730503377705,25.457282080345585,0.0037553152500878575
54,87.0,24.35650062561035,6793.0,6336.8798828125,70.29499816894531,18.590900421142578,0.1265999972820282,0.325300008058548,3.192798780043641,8.823647949191303,77.85676313126788,8.754141794246049,2.922672236339968,4.252700646483721,24276712.237911426,24982.580172574955,1,0.003585529313353504,22.424057975458744,0.0033010537281699904
55,76.0,33.01750183105469,6837.0,7310.14990234375,69.79499816894531,28.440500259399414,0.11869999766349792,0.2515000104904175,3.4970377793929175,8.830104317913793,77.97074226523982,8.897019059010143,3.347814194773285,4.245562347729967,24276712.237911426,24982.580172574955,1,0.004829238237685342,31.21569304708363,0.004565700314038852
56,110.0,40.528099060058594,6891.0,6769.5498046875,74.12000274658203,35.9650993347168,0.08950000256299973,0.23929999768733978,3.7019955374938616,8.837971491357209,78.10974008204276,8.820189865126139,3.582549005298455,4.305685438473041,24276712.237911426,24982.580172574955,1,0.005881308817306427,35.984591700949956,0.00522196948207081
57,71.0,42.251399993896484,7320.0,5879.509765625,92.06300354003906,39.21039962768555,0.08640000224113464,0.20640000700950623,3.743637489204412,8.898365606955357,79.18091047504598,8.679228664223908,3.6689420082361215,4.522473163753461,24276712.237911426,24982.580172574955,1,0.0057720491794940555,39.24160607056933,0.005360875146252641
58,177.0,33.88140106201172,7382.0,7512.72021484375,72.36199951171875,25.900100708007812,0.13930000364780426,0.24860000610351562,3.522866222589137,8.906799883589944,79.33108416631784,8.924352891537803,3.2542468570380025,4.2816812929772485,24276712.237911426,24982.580172574955,1,0.004589731923870458,31.94421679366062,0.0043273119471228146
59,104.0,31.292200088500977,7484.0,8063.72998046875,67.68000030517578,23.52669906616211,0.1712999939918518,0.2535000145435333,3.443368868040566,8.92052268739398,79.57572501631071,8.995131505185642,3.1581359067172885,4.214790719807066,24276712.237911426,24982.580172574955,1,0.004181213266769238,30.91137364335221,0.0041303278518642714
60,94.0,27.083200454711914,7896.0,7119.9599609375,74.51300048828125,20.110000610351562,0.11959999799728394,0.2484000027179718,3.298913626242141,8.974111581113318,80.53467867027217,8.870657380926376,3.00121723413521,4.310973613360008,24276712.237911426,24982.580172574955,1,0.003429989925875369,28.423101272510067,0.0035996835451507178
61,100.0,32.58399963378906,7930.0,7119.009765625,48.99700164794922,22.83799934387207,0.120899997651577,0.27720001339912415,3.483821359107131,8.978408314628894,80.61181586419725,8.870523916872141,3.1284257865497977,3.8917591053802103,24276712.237911426,24982.580172574955,1,0.004108953295559781,30.011425525268088,0.0037845429413957236
62,120.0,52.76340103149414,9145.0,10373.5,81.75,35.80830001831055,0.20270000398159027,0.1996999979019165,3.9658177880818597,9.120962560824966,83.19195803597071,9.247009756333194,3.5781797106218542,4.403665809777363,24276712.237911426,24982.580172574955,1,0.005769644727336702,54.37443789070068,0.005945810594937199
63,115.0,41.1797981262207,9275.0,8657.5302734375,76.13999938964844,24.580400466918945,0.1046999990940094,0.32839998602867126,3.7179477993588925,9.135077887475635,83.4496480102463,9.06618477305793,3.2019493963940606,4.332573742938176,24276712.237911426,24982.580172574955,1,0.00443987041792137,40.39829617690924,0.004355611447645201
64,102.0,47.38639831542969,9530.0,7624.56982421875,83.87999725341797,31.582500457763672,0.1265999972820282,0.21060000360012054,3.858335232150779,9.162199996648248,83.94590877858116,8.939131183388241,3.4526031842162745,4.429387173289536,24276712.237911426,24982.580172574955,1,0.004972339802248656,47.33484400960565,0.004966930116432912
65,97.0,30.167800903320312,9602.0,7054.18017578125,59.97700119018555,20.201000213623047,0.09279999881982803,0.21639999747276306,3.406775160336039,9.169726689090886,84.08388755262571,8.861375652826084,3.0057321187071993,4.093961175241796,24276712.237911426,24982.580172574955,1,0.0031418247139471268,33.75440553157892,0.0035153515446343384
66,92.0,28.786100387573242,9660.0,6686.72998046875,79.54199981689453,20.26300048828125,0.06970000267028809,0.23909999430179596,3.359892645209276,9.175748927206564,84.19436837513241,8.80788024146731,3.0087965869803766,4.37628518174277,24276712.237911426,24982.580172574955,1,0.0029799275763533377,34.20665188041051,0.003541061271264028
67,132.0,57.72669982910156,10004.0,6472.85986328125,76.30000305175781,28.09589958190918,0.18060000240802765,0.2362000048160553,4.055719801824788,9.21074029199751,84.83773672662637,8.775373308887591,3.3356236433400115,4.334672978287236,24276712.237911426,24982.580172574955,1,0.005770361838174886,43.288329980835414,0.004327102157220653
68,123.0,38.847198486328125,10057.0,6035.9501953125,81.5780029296875,25.823999404907227,0.0843999981880188,0.21780000627040863,3.6596359631795057,9.21602418844448,84.93510184199374,8.705488568580089,3.251304269043363,4.401559653688911,24276712.237911426,24982.580172574955,1,0.0038627024446980336,40.47248629388804,0.004024310062035203
69,105.0,31.988399505615234,10149.0,6437.919921875,73.13999938964844,18.534299850463867,0.1168999969959259,0.23669999837875366,3.4653733216255924,9.225130457448818,85.10303195694985,8.769960773427094,2.9196230614335374,4.2923754043762585,24276712.237911426,24982.580172574955,1,0.0031518769835072653,33.22189839599479,0.0032734159420627442
70,166.0,51.74150085449219,10361.0,9578.6298828125,68.01599884033203,28.14229965209961,0.19130000472068787,0.24070000648498535,3.9462601839616807,9.245804036251752,85.48489227676917,9.167289842241223,3.3372737701702104,4.219742954566505,24276712.237911426,24982.580172574955,1,0.00499387133042102,50.35564739997731,0.004860114602835374
71,114.0,55.17639923095703,10855.0,8061.9599609375,71.48999786376953,31.760099411010742,0.11919999867677689,0.2362000048160553,4.010535311693596,9.292381082312392,86.34834617891723,8.994911977271514,3.458210766443644,4.269557549897232,24276712.237911426,24982.580172574955,1,0.0050830400028518685,54.23793227961453,0.004996585193884342
72,125.0,48.11249923706055,11114.0,8413.8603515625,69.9749984741211,22.553600311279297,0.13009999692440033,0.2969000041484833,3.8735420027524583,9.315960853839867,86.78712663027682,9.037635666860664,3.1158947122413156,4.248138013595459,24276712.237911426,24982.580172574955,1,0.0043289993914936604,44.85010633658614,0.004035460350601596
73,139.0,76.25279998779297,11667.0,10436.2998046875,80.66000366210938,46.070098876953125,0.1120000034570694,0.17080000042915344,4.334054135964699,9.364519622823858,87.69422776625309,9.25304537377494,3.830164125178497,4.390242834847023,24276712.237911426,24982.580172574955,1,0.006535767548452299,81.54145429790528,0.0069890678235969205
74,169.0,66.10320281982422,11837.0,8709.4296875,75.37899780273438,31.33209991455078,0.16269999742507935,0.2102999985218048,4.191217199841479,9.378985497953893,87.96536897082945,9.07216158980381,3.4446431283978645,4.322528692483087,24276712.237911426,24982.580172574955,1,0.005584455759045722,60.2644998722191,0.0050911970830632
75,118.0,68.4800033569336,12542.0,8142.83984375,80.38500213623047,35.78820037841797,0.13359999656677246,0.1687999963760376,4.226541780854128,9.436838291102966,89.05391693242714,9.004894273307363,3.577618240708961,4.386827618189912,24276712.237911426,24982.580172574955,1,0.005460054485483463,68.5294240311748,0.005463994899631223
76,126.0,79.07050323486328,12706.0,9282.509765625,70.85299682617188,37.24769973754883,0.11079999804496765,0.20110000669956207,4.370339900484782,9.449829601826478,89.29927950355597,9.135887238097544,3.6175901909067227,4.260607263423824,24276712.237911426,24982.580172574955,1,0.0062230838371527845,73.5670460126402,0.005789945381130191
77,113.0,45.182701110839844,12936.0,8320.0595703125,65.76000213623047,22.033000946044922,0.10270000249147415,0.19920000433921814,3.8107142947959303,9.467769401256943,89.63865743537725,9.026424693682952,3.0925413724196864,4.18601178323318,24276712.237911426,24982.580172574955,1,0.003492787655445257,50.898057126765856,0.0039346055292799826
78,106.0,41.9015998840332,12954.0,6460.64013671875,62.33000183105469,21.7549991607666,0.08649999648332596,0.21940000355243683,3.735324009588939,9.469159899742863,89.66498920689827,8.773483684238647,3.0798435775960673,4.132442880197539,24276712.237911426,24982.580172574955,1,0.003234645660339139,46.42918774346924,0.0035841583868665462
79,129.0,77.88490295410156,13702.0,7113.7900390625,70.8499984741211,34.96160125732422,0.12120000272989273,0.21209999918937683,4.355232133762534,9.525297086562844,90.7312845872826,8.869790438305992,3.55425035229347,4.2605649445999365,24276712.237911426,24982.580172574955,1,0.0056841996025471875,69.89259597626906,0.005100904683715448
80,119.0,97.38590240478516,13846.0,7786.3701171875,88.54000091552734,44.157100677490234,0.10029999911785126,0.20659999549388885,4.578681461002181,9.53575166123797,90.93055974480271,8.960130063283525,3.787753744865322,4.483454437644263,24276712.237911426,24982.580172574955,1,0.007033504434839315,86.27883145287389,0.006231318175131726
81,117.0,80.35929870605469,16311.0,7282.60986328125,81.55000305175781,40.969200134277344,0.05270000174641609,0.13369999825954437,4.3865078130054025,9.69959500581403,94.08214327681249,8.893244574649252,3.7128205681628623,4.401216366488945,24276712.237911426,24982.580172574955,1,0.004926693562997651,94.20155353145384,0.005775338944972953
82,176.0,79.62069702148438,16508.0,9404.9697265625,78.04399871826172,42.20859909057617,0.1500999927520752,0.15559999644756317,4.377274071885577,9.711600390872473,94.31518215199436,9.148993522863655,3.7426239702025628,4.3572727537843745,24276712.237911426,24982.580172574955,1,0.0048231582881926565,105.13756766306722,0.006368885853105599
83,135.0,90.716796875,17280.0,9191.4697265625,72.96700286865234,36.88159942626953,0.09179999679327011,0.17949999868869781,4.507742531540851,9.757305042358047,95.20500168962576,9.126031129283438,3.607712766139268,4.290007323460677,24276712.237911426,24982.580172574955,1,0.005249814633969907,99.5111435290854,0.005758746732007257
84,109.0,58.11539840698242,17875.0,6288.41015625,73.3949966430664,20.61910057067871,0.0658000037074089,0.27810001373291016,4.062430661565288,9.791158367562208,95.86678217868344,8.746463560393021,3.026217858368732,4.29585576767129,24276712.237911426,24982.580172574955,1,0.003251211099691324,62.28143229793943,0.0034842759327518564
85,174.0,107.97799682617188,18455.0,6690.22998046875,76.30000305175781,32.96540069580078,0.15129999816417694,0.210099995136261,4.681927473276813,9.8230906154641,96.49310923961886,8.808403529283089,3.4954585476802498,4.334672978287236,24276712.237911426,24982.580172574955,1,0.005850880348207633,89.63864309907964,0.004857146740670801
86,140.0,134.22799682617188,19445.0,9829.3203125,67.58000183105469,38.80270004272461,0.17560000717639923,0.1834000051021576,4.899539822944636,9.875345246589848,97.52244373934471,9.193125066549218,3.65848983293806,4.213312108380768,24276712.237911426,24982.580172574955,1,0.0069029568951489775,117.86887123470724,0.006061654473371419
87,171.0,90.3718032836914,21956.0,7954.47021484375,83.33799743652344,22.911500930786133,0.1168999969959259,0.29840001463890076,4.503932308165274,9.99679572966978,99.93592486074394,8.981489340797244,3.1316390085397003,4.422904596866198,24276712.237911426,24982.580172574955,1,0.004116041322813418,89.780791898042,0.004089123332940517
88,170.0,113.25599670410156,22522.0,9500.7802734375,76.73200225830078,25.028900146484375,0.19609999656677246,0.2603999972343445,4.729650713990882,10.02224788825697,100.4454527336713,9.159129208261868,3.220031163067299,4.340318860705108,24276712.237911426,24982.580172574955,1,0.005028682919105833,102.7148636841829,0.004560645754559226
